"meteorite_name","recclass","mass_g","impact_year"
"Rancho de la Presa","H5",300,1899
"Rangala","L6",3224.5,1937
"Raoyang","L6",4910,1919
"Ras Tanura","H6",6.1,1961
"Rasgrad","Stone-uncl",24700,1740
"Ratyn","Stone-uncl",910,1880
"Red Canyon Lake","H5",18.41,2007
"Reliegos","L5",17300,1947
"Rembang","Iron, IVA",10000,1919
"Renazzo","CR2",1000,1824
"Renca","L5",300,1925
"Renqiu","L6",355,1916
"Repeev Khutor","Iron, IIF",7000,1933
"Revelstoke","CI1",1,1965
"Rewari","L6",3332,1929
"Rich Mountain","L6",668,1903
"Uzcudun","L",20000,1948
"Richardton","H5",90000,1918
"Richland Springs","OC",1900,1980
"Richmond","LL5",1800,1828
"Rio Negro","L4",1310,1934
"Rivolta de Bassi","Stone-uncl",103.3,1490
"Rochester","H6",340,1876
"Rockhampton","Stone-uncl",1641,1895
"Roda","Diogenite",400,1871
"Rodach","Stone-uncl",2900,1775
"Rose City","H5",10600,1921
"Rowton","Iron, IIIAB",3500,1876
"Ruhobobo","L6",465.5,1976
"Rumuruti","R3.8-6",67,1934
"Rupota","L4-6",6000,1949
"Ryechki","L5",13000,1914
"Sabetmahet","H5",1250,1855
"Sabrum","LL6",478,1999
"Saint-Sauveur","EH5",14000,1914
"Saint-Séverin","LL6",271000,1966
"Sakauchi","Iron",4180,1913
"Salem","L6",61.4,1981
"Salles","L5",9000,1798
"Salzwedel","LL5",43,1985
"Samelia","Iron, IIIAB",2462,1921
"San Juan Capistrano","H6",56,1973
"San Michele","L6",237,2002
"San Pedro de Quiles","L6",282,1956
"San Pedro Jacuaro","LL6",460,1968
"Santa Barbara","L4",400,1873
"Santa Cruz","CM2",60,1939
"Santa Isabel","L6",5500,1924
"Santa Lucia (2008)","L6",4000,2008
"São Jose do Rio Preto","H4",927,1962
"Saratov","L4",200000,1918
"Sasagase","H",695,1688
"Sauguis","L6",4000,1868
"Savtschenskoje","LL4",2500,1894
"Sayama","CM2",430,1986
"Sazovice","L5",412,1934
"Schellin","L",7000,1715
"Schenectady","H5",283.3,1968
"Schönenberg","L6",8000,1846
"Searsmont","H5",5400,1871
"Sediköy","L6",240,1917
"Segowlie","LL6",6930,1853
"Selakopi","H5",1590,1939
"Seldebourak","H5",150,1947
"Semarkona","LL3.00",691,1940
"Sena","H4",4000,1773
"Senboku","H6",866,1993
"Seoni","H6",20000,1966
"Seres","H4",8500,1818
"Serra de Magé","Eucrite-cm",1800,1923
"Sete Lagoas","H4",350,1908
"Sevilla","LL4",180,1862
"Sevrukovo","L5",101000,1874
"Sfax","L6",7000,1989
"Shalka","Diogenite",4000,1850
"Sharps","H3.4",1265,1921
"Shelburne","L5",18600,1904
"Shergotty","Martian (shergottite)",5000,1865
"Sheyang","L6",605,1976
"Shikarpur","L6",3679.7,1921
"Shuangyang","H5",3900,1971
"Shupiyan","H6",5000,1912
"Shytal","L6",3200,1863
"Siena","LL5",3700,1794
"Sikhote-Alin","Iron, IIAB",23000000,1947
"Silao","H5",1710,1995
"Silistra","Achondrite-ung",0.15,1917
"Simmern","H5",1222,1920
"Sinai","L6",1455,1916
"Sindhri","H5",8400,1901
"Sinnai","H6",2000,1956
"Sioux County","Eucrite-mmict",4100,1933
"Sitathali","H5",1600,1875
"Sivas","H6",40000,1989
"Sixiangkou","L5",630,1989
"Ski","L6",850,1848
"Slavetic","H5",1708,1868
"Slobodka","L4",2750,1818
"Soheria","OC",72.9,1960
"Soko-Banja","LL4",80000,1877
"Sologne","H5",54,1860
"Sołtmany","L6",1066,2011
"Sone","H5",17100,1866
"Songyuan","L6",36900,1993
"Sopot","OC",958,1927
"Soroti","Iron, ungrouped",2050,1945
"St. Caprais-de-Quinsac","L6",360,1883
"St. Christophe-la-Chartreuse","L6",5500,1841
"St. Denis Westrem","L6",700,1855
"St. Germain-du-Pinel","H6",4000,1890
"St. Louis","H4",1000,1950
"St. Mark's","EH5",13780,1903
"St. Mary's County","LL3.3",24.3,1919
"St. Mesmin","LL6",8300,1866
"St. Michel","L6",17000,1910
"St.-Chinian","L6",134.3,1959
"Ställdalen","H5",34000,1876
"Stannern","Eucrite-mmict",52000,1808
"Stavropol","L6",1500,1857
"Ste. Marguerite","H4",4960,1962
"Sterlitamak","Iron, IIIAB",325000,1990
"Stratford","L6",50,1974
"Strathmore","L6",13400,1917
"Stretchleigh","Stone-uncl",10400,1623
"St-Robert","H5",25400,1994
"Success","L6",3500,1924
"Suchy Dul","L6",815.3,1969
"Suizhou","L6",260000,1986
"Sulagiri","LL6",110000,2008
"Sultanpur","L/LL6",1710.5,1916
"Sungach","H5",637,1935
"Supuhee","H6",7235,1865
"Sutter's Mill","C",992.5,2012
"Sylacauga","H4",5560,1954
"Tabor","H5",7540,1753
"Tadjera","L5",9000,1867
"Tagish Lake","C2-ung",10000,2000
"Tahara","H4/5",1000,1991
"Takenouchi","H5",720,1880
"Tambakwatu","L6",10500,1975
"Tamdakht","H5",100000,2008
"Tané","L5",905,1918
"Taonan","L5",3850,1965
"Tatahouine","Diogenite",12000,1931
"Tathlith","L6",2500,1967
"Tauk","L6",6000,1929
"Tauti","L6",21000,1937
"Tenham","L6",160000,1879
"Tennasilm","L4",28500,1872
"Thal","H6",342,1950
"Thika","L6",14200,2011
"Thuathe","H4/5",45300,2002
"Tianzhang","H5",2232,1986
"Tieschitz","H/L3.6",28000,1878
"Tilden","L6",74800,1927
"Tillaberi","L6",3000,1970
"Timochin","H5",65500,1807
"Tirupati","H6",230,1934
"Tissint","Martian (shergottite)",7000,2011
"Tjabe","H6",20000,1869
"Tjerebon","L5",16500,1922
"Tomakovka","LL6",600,1905
"Tomatlan","H6",900,1879
"Tomita","L",600,1916
"Tomiya","H4/5",27.5,1984
"Tonk","CI1",7.7,1911
"Torino","H6",977,1988
"Torrington","H6",259.1,1944
"Toulouse","H6",1030,1812
"Tounkin","OC",2000,1824
"Tourinnes-la-Grosse","L6",14500,1863
"Trebbin","LL6",1250,1988
"Trenzano","H3/4",11800,1856
"Treysa","Iron, IIIAB-an",63000,1916
"Tromøy","H",357.4,1950
"Troup","L6",1020,1917
"Trysil","L/LL6",640,1927
"Tsukuba","H5-6",800,1996
"Tuan Tuc","L6",13100,1921
"Tugalin-Bulen","H6",10000,1967
"Turtle Lake","L5",89.3,1996
"Tuxtuac","LL5",30000,1975
"Tysnes Island","H4",19860,1884
"Tyumen","Iron",750,1903
"Uberaba","H5",40000,1903
"Ucera","H5",4590,1970
"Uchkuduk","L6",1000,1989
"Udei Station","Iron, IAB-ung",103000,1927
"Uden","LL7",710,1840
"Udipi","H5",3600,1866
"Ufana","EL6",189.2,1957
"Ulmiz","L",76.5,1926
"Umbala","LL5",100,1822
"Umm Ruaba","L5",1700,1966
"Undulung","L4",113.4,1986
"Unkoku","OC",1000,1924
"Urasaki","Stone-uncl",1500,1926
"Usti Nad Orlici","L6",1269,1963
"Utrecht","L6",9700,1843
"Utzenstorf","H5",3422,1928
"Vago","H6",40,1668
"Valdavur","H6",2799,1944
"Valdinizza","L6",1004,1903
"Valera","L5",50000,1972
"Varre-Sai","L5",2500,2010
"Vavilovka","LL6",1932,1876
"Vengerovo","H5",10800,1950
"Veramin","Mesosiderite-B2",54000,1880
"Verkhne Tschirskaia","H5",8000,1843
"Vernon County","H6",1500,1865
"Vetluga","Eucrite-mmict",750,1949
"Vigarano","CV3",15000,1910
"Villalbeto de la Peña","L6",3500,2004
"Vilna","L5",0.1,1967
"Virba","L6",3600,1873
"Vishnupur","LL4-6",2437,1906
"Vissannapeta","Eucrite-cm",1303.8,1997
"Visuni","H6",594,1915
"Vouillé","L6",20000,1831
"Walters","L6",28100,1946
"Warrenton","CO3.7",1600,1877
"Washougal","Howardite",225,1939
"Werdama","H5",4000,2006
"Wessely","H5",3750,1831
"Weston","H4",150000,1807
"Wethersfield (1971)","L6",350,1971
"Wethersfield (1982)","L6",2756,1982
"Whetstone Mountains","H5",2138.74,2009
"Wiluna","H5",150000,1967
"Witklip Farm","H5",22,1918
"Witsand Farm","LL4",66,1932
"Wittekrantz","L5",2200,1880
"Wolamo","OC",166.4,1964
"Wold Cottage","L6",25000,1795
"Woolgorong","L6",36000,1960
"Worden","L5",1551,1997
"Wuan","H6",50000,1986
"Xi Ujimgin","L/LL6-an",5900,1980
"Xingyang","H6",75500,1977
"Yafa","H5",5700,2000
"Yambo","H5",4,1951
"Yangchiang","H5",20000,1954
"Yanzhuang","H6",3500,1990
"Yardymly","Iron, IAB complex",150200,1959
"Yatoor","H5",13600,1852
"Yonozu","H4/5",31650,1837
"Yorktown (New York)","L5",250,1869
"Yoshiki","Stone-uncl",0.1,1928
"Yukan","LL6",4800,1931
"Yurtuk","Howardite",1472,1936
"Zaborzika","L6",3867,1818
"Zabrodje","L6",3000,1893
"Zag","H3-6",175000,1998
"Zagami","Martian (shergottite)",18000,1962
"Zaisan","H5",463,1963
"Zaisho","Pallasite, PMG-an",330,1898
"Zaoyang","H5",14250,1984
"Zavetnoe","L6",800,1952
"Zavid","L6",95000,1897
"Zebrak","H5",2000,1824
"Zemaitkiemis","L6",44100,1933
"Zhaodong","L4",42000,1984
"Zhovtnevyi","H6",107000,1938
"Zhuanghe","H5",2900,1976
"Zmenj","Howardite",246,1858
"Zomba","L6",7500,1899
"Zsadany","H5",552,1875
"Zvonkov","H6",2568,1955
"Abajo","H5",331,1982
"Abar al' Uj 001","H3.8",194.34,2008
"Abbott","H3-6",21100,1951
"Abernathy","L6",2914,1941
"Abo","H",1.2,1840
"Abu Moharek","H4",4500,1997
"Acfer 001","L6",6700,1989
"Acfer 002","H5",228,1989
"Acfer 003","H5",145,1989
"Acfer 004","L6",1020,1989
"Acfer 005","H3.9/4",115,1989
"Acfer 006","H3.9/4",561,1989
"Acfer 007","L5",542,1989
"Acfer 008","H5",205,1989
"Acfer 009","L6",127,1989
"Acfer 010","L6",276,1989
"Acfer 011","H5",3800,1989
"Acfer 012","H6",98,1989
"Acfer 013","H5",490,1989
"Acfer 014","H5",307,1989
"Acfer 015","L6",98,1989
"Acfer 016","H4-5",111,1989
"Acfer 017","L5",446,1989
"Acfer 018","H5",207,1989
"Acfer 019","L6",581,1989
"Acfer 020","H5",708,1989
"Acfer 021","H6",2140,1989
"Acfer 022","H3.7",192,1989
"Acfer 023","H3.8",118,1989
"Acfer 024","H5",1464,1989
"Acfer 025","H5",920,1989
"Acfer 026","H5/6",88,1989
"Acfer 027","H5",206,1989
"Acfer 028","H3.8",3130,1989
"Acfer 029","H4",98,1989
"Acfer 030","LL6",123,1989
"Acfer 031","H5",2016,1989
"Acfer 032","L6",495,1989
"Acfer 033","L6",93,1989
"Acfer 034","L6",184,1989
"Acfer 035","H6",36,1989
"Acfer 036","L5/6",112,1989
"Acfer 037","LL4-6",385,1989
"Acfer 038","H5",962,1989
"Acfer 039","L3.8",225,1989
"Acfer 040","L5-6",146,1989
"Acfer 041","L/LL6",134,1989
"Acfer 042","H5",246,1989
"Acfer 043","H4",120,1989
"Acfer 044","L6",195,1989
"Acfer 046","H5",1066,1989
"Acfer 047","L4",1440,1989
"Acfer 048","H4-5",115,1989
"Acfer 049","H5",82.9,1989
"Acfer 050","H6",1394,1989
"Acfer 051","L5",905,1989
"Acfer 052","L5",58,1989
"Acfer 053","H6",1937,1989
"Acfer 054","H5",2051,1989
"Acfer 055","H5",1338,1989
"Acfer 056","L4",129,1989
"Acfer 058","LL5-6",277,1989
"Acfer 059","CR2",281,1989
"Acfer 060","H4",226,1989
"Acfer 061","H4-5",105,1989
"Acfer 062","H5",283,1989
"Acfer 063","Mesosiderite",716,1989
"Acfer 064","L5",854,1989
"Acfer 065","H4-5",1539,1989
"Acfer 066","LL3.8-6",517,1990
"Acfer 067","H5",383,1990
"Acfer 068","L6",1805,1990
"Acfer 069","L6",941,1990
"Acfer 070","H4/5",138,1990
"Acfer 071","L6",1379,1990
"Acfer 072","L5/6",162,1990
"Acfer 073","H5",2010,1990
"Acfer 074","L6",384,1990
"Acfer 075","H5",1453,1990
"Acfer 076","H5",183,1990
"Acfer 077","L6",2538,1990
"Acfer 078","H5",105,1990
"Acfer 079","L6",387,1990
"Acfer 080","L3.9",574,1990
"Acfer 081","LL5-6",110,1990
"Acfer 082","CV3",208,1990
"Acfer 083","L6",690,1990
"Acfer 084","H5",6300,1990
"Acfer 085","H5",293,1990
"Acfer 086","CV3",173,1990
"Acfer 087","CR2",163,1990
"Acfer 088","L6",200,1990
"Acfer 089","H5",682,1990
"Acfer 090","H5",290,1990
"Acfer 091","LL5-6",3487,1990
"Acfer 092","H5",244,1990
"Acfer 093","L5",420,1990
"Acfer 094","C2-ung",82,1990
"Acfer 095","H3.7",104,1990
"Acfer 096","L4-5",572,1990
"Acfer 097","CR2",63,1990
"Acfer 098","H5",5500,1990
"Acfer 099","H5",313,1990
"Acfer 100","H6",140,1990
"Acfer 101","L6",452,1990
"Acfer 102","L3-5",346,1990
"Acfer 103","H5",665,1990
"Acfer 104","H4/5",992,1990
"Acfer 105","L6",392,1990
"Acfer 106","LL6",1390,1990
"Acfer 107","L6",105,1990
"Acfer 108","H6",828,1990
"Acfer 109","H4/5",236,1990
"Acfer 110","L6",107,1990
"Acfer 111","H3-6",987,1990
"Acfer 112","LL4/5",216,1990
"Acfer 113","LL6",2906,1990
"Acfer 114","CR2",43,1990
"Acfer 115","H6",287,1990
"Acfer 116","L6",345,1990
"Acfer 117","H4",178,1990
"Acfer 118","L6",752,1990
"Acfer 119","H3.8",121,1990
"Acfer 120","LL6",861,1990
"Acfer 121","L5-6",427,1990
"Acfer 122","L4/5",235,1990
"Acfer 123","H3.9",452,1990
"Acfer 124","LL5-6",542,1990
"Acfer 125","L6",3380,1990
"Acfer 126","LL5-6",280,1990
"Acfer 127","L6",699,1990
"Acfer 128","L6",163,1990
"Acfer 129","H3.7",162,1990
"Acfer 130","H5",400,1990
"Acfer 131","LL6",171,1990
"Acfer 132","H6",1621,1990
"Acfer 133","L3-5",362,1990
"Acfer 134","L5",1161,1990
"Acfer 135","H5",124,1990
"Acfer 136","H5",324,1990
"Acfer 137","H4/5",106,1990
"Acfer 138","L5",941,1990
"Acfer 139","CR2",143,1990
"Acfer 140","L5",171,1990
"Acfer 141","H5",58,1990
"Acfer 142","L5",91,1990
"Acfer 143","L6",417,1990
"Acfer 144","L6",186,1990
"Acfer 145","L6",869,1990
"Acfer 146","H5",200,1990
"Acfer 147","L6",140,1990
"Acfer 148","H5",157,1990
"Acfer 149","L/LL6",394,1990
"Acfer 150","H5",251,1990
"Acfer 151","H5",218,1990
"Acfer 152","H5",157,1990
"Acfer 153","H3.6-6",211,1990
"Acfer 154","H5",95,1990
"Acfer 155","L6",206,1990
"Acfer 156","L6",240,1990
"Acfer 157","L6",1072,1990
"Acfer 158","H4/5",422,1990
"Acfer 159","H3.8",123,1990
"Acfer 160","LL3.8-6",433,1990
"Acfer 161","H5",604,1990
"Acfer 162","H3-6",1281,1990
"Acfer 163","H3.8-5",125,1990
"Acfer 164","H5",43,1990
"Acfer 165","H5-6",84,1990
"Acfer 166","H3-5",2476,1990
"Acfer 167","L5",157,1990
"Acfer 168","L6",211,1990
"Acfer 169","H3.8/4",559,1990
"Acfer 171","H3.7",313,1990
"Acfer 172","L6",766,1990
"Acfer 173","H6",262,1990
"Acfer 174","LL6",127,1990
"Acfer 175","LL5-6",153,1990
"Acfer 176","LL5-6",320,1990
"Acfer 177","LL5-6",721,1990
"Acfer 178","H3.7",488,1990
"Acfer 179","L6",163,1990
"Acfer 180","H3.9-5",103,1990
"Acfer 181","L6",245,1990
"Acfer 182","CH3",166,1990
"Acfer 183","H5",114,1990
"Acfer 184","H5",311,1990
"Acfer 185","LL5",109,1990
"Acfer 186","CR2",315,1990
"Acfer 187","CR2",234,1990
"Acfer 188","H3.9/4",252,1990
"Acfer 189","H6",53,1990
"Acfer 190","L6",4439,1990
"Acfer 191","L6",188,1990
"Acfer 192","H3.9-5",219,1990
"Acfer 193","LL4-6",157,1990
"Acfer 194","H5",361,1991
"Acfer 195","H6",233,1991
"Acfer 196","H5",29,1991
"Acfer 197","L6",115,1991
"Acfer 198","H6",267,1991
"Acfer 199","L4",215,1991
"Acfer 200","H3-6",1301,1991
"Acfer 201","L5",55,1991
"Acfer 202","CO3.5",389,1991
"Acfer 203","H5",292,1991
"Acfer 204","H3",64,1991
"Acfer 205","H5",746,1991
"Acfer 206","H5",1229,1991
"Acfer 207","CH3",105,1991
"Acfer 208","LL5",510,1991
"Acfer 209","CR2",475,1991
"Acfer 210","H3.7",720,1991
"Acfer 211","H3.9",1009,1991
"Acfer 212","H5",1340,1991
"Acfer 213","L6",526,1991
"Acfer 214","CH3",612,1991
"Acfer 215","L5",107,1991
"Acfer 216","L6",293,1991
"Acfer 217","R3.8-5",174,1991
"Acfer 218","L6",114,1991
"Acfer 219","H6",2611,1991
"Acfer 220","H5",117,1991
"Acfer 221","H5/6",812,1991
"Acfer 222","H5/6",334,1991
"Acfer 223","L/LL6",1398,1991
"Acfer 224","H5/6",85,1991
"Acfer 225","H3",255,1991
"Acfer 226","H5",221,1991
"Acfer 227","H6",78,1991
"Acfer 228","L5",2285,1991
"Acfer 229","H5",325,1991
"Acfer 230","H5",69,1991
"Acfer 231","H4/5",218,1991
"Acfer 232","H5",725,1991
"Acfer 233","H5/6",242,1991
"Acfer 234","Iron, IAB-ung",621,1991
"Acfer 235","H5",461,1991
"Acfer 236","LL6",81,1991
"Acfer 237","H3",673,1991
"Acfer 238","H4/5",311,1991
"Acfer 239","H6",160,1991
"Acfer 240","L6",342,1991
"Acfer 241","L6",86,1991
"Acfer 242","L6",318,1991
"Acfer 244","H6",2045,1991
"Acfer 245","H5",75,1991
"Acfer 246","L6",923,1991
"Acfer 247","L4",60,1991
"Acfer 248","L3.9/4",402,1991
"Acfer 249","H5/6",99,1991
"Acfer 250","H6",382,1991
"Acfer 251","LL5-6",202,1991
"Acfer 252","L6",146,1991
"Acfer 253","LL5-6",47,1991
"Acfer 254","L6",99,1991
"Acfer 255","L6",124,1991
"Acfer 256","H5/6",235,1991
"Acfer 257","H6",75,1991
"Acfer 258","H6",212,1991
"Acfer 259","H3-6",114,1991
"Acfer 260","H5",177,1991
"Acfer 261","L6",73,1991
"Acfer 262","H4",92,1991
"Acfer 263","L6",438,1991
"Acfer 264","LL6",243,1991
"Acfer 265","Mesosiderite",83,1991
"Acfer 266","L6",518,1991
"Acfer 267","LL5-6",229,1991
"Acfer 268","LL4-6",764,1991
"Acfer 269","LL6",276,1991
"Acfer 270","CR2",298,1991
"Acfer 271","H6",237,1991
"Acfer 272","CV3",63,1991
"Acfer 273","H5/6",2110,1991
"Acfer 274","H6",203,1991
"Acfer 275","H5-6",429,1991
"Acfer 276","H5",99,1991
"Acfer 277","Ureilite",41,1991
"Acfer 278","H5",72,1991
"Acfer 279","H5",96,1991
"Acfer 280","L6",177,1991
"Acfer 281","L5",165,1991
"Acfer 282","H6",67,1991
"Acfer 283","H5",187,1991
"Acfer 284","H5",120,1991
"Acfer 285","H4/5",69,1991
"Acfer 286","H6",407,1991
"Acfer 287","E4",59,1992
"Acfer 288","L5",55,1992
"Acfer 289","CR2",76,1992
"Acfer 290","L6",213,1992
"Acfer 291","H6",261,1992
"Acfer 292","H5",432,1992
"Acfer 293","LL6",198,1992
"Acfer 294","H4",457,1992
"Acfer 295","LL6",217,1992
"Acfer 296","LL5-6",121,1992
"Acfer 297","L6",43,1992
"Acfer 298","L6",2000,1992
"Acfer 299","LL4",180,1992
"Acfer 300","H6",270,1992
"Acfer 301","H4",162,1992
"Acfer 302","H5",95,1992
"Acfer 303","H5/6",83,1992
"Acfer 304","H6",60,1992
"Acfer 305","L6",369,1992
"Acfer 306","L6",129,1992
"Acfer 307","L5",520,1992
"Acfer 308","H5",74,1992
"Acfer 309","L6",185,1992
"Acfer 310","H6",169,1992
"Acfer 311","CR2",120,1992
"Acfer 312","L5",364,1992
"Acfer 313","H5",78,1992
"Acfer 314","H6",169,1992
"Acfer 315","L/LL6",506,1992
"Acfer 316","H6",126,1992
"Acfer 317","H5",878,1992
"Acfer 318","H5",292,1992
"Acfer 319","L6",2393,1992
"Acfer 320","H5",167,1992
"Acfer 321","H5",157,2001
"Acfer 322","L5",25,2001
"Acfer 323","LL5",117,2001
"Acfer 324","CR2",69,2001
"Acfer 325","LL6",32,1989
"Acfer 326","L6",139,1989
"Acfer 327","H5",745.22,2001
"Acfer 328","CV3",180.07,2001
"Acfer 329","L4/5",30000,2001
"Acfer 330","L6",490,2001
"Acfer 331","CM2",750,2001
"Acfer 332","CO3",115.02,2001
"Acfer 333","CO3",489,2001
"Acfer 334","L6",211.25,2002
"Acfer 335","H4",261,2002
"Acfer 336","L3.8",19400,2002
"Acfer 337","L3.8",360,2002
"Acfer 338","H6",377.6,2002
"Acfer 339","H5",400,2002
"Acfer 340","L5",173.15,2002
"Acfer 341","L3",132,2002
"Acfer 342","L6",1276,2002
"Acfer 343","H3-5",140,2002
"Acfer 344","H3",410,2002
"Acfer 345","LL5",53,2002
"Acfer 346","LL6",546,2002
"Acfer 347","L3",1165,2001
"Acfer 348","L5",8750,2001
"Acfer 349","H6",298,2001
"Acfer 350","H4",128,2001
"Acfer 351","L6",211,2001
"Acfer 352","L5",873,2001
"Acfer 353","Eucrite-cm",11935,2001
"Acfer 354","LL5",252,2001
"Acfer 355","LL5",161,2002
"Acfer 356","EL6",120,2002
"Acfer 357","LL5",62,2001
"Acfer 358","H6",70,2002
"Acfer 359","H6",67,2002
"Acfer 360","Ureilite",68,2002
"Acfer 361","H4",138,2002
"Acfer 362","H5",242.8,2002
"Acfer 363","LL4",389.9,2002
"Acfer 364","LL6",656,2002
"Acfer 365","L5",1456,2002
"Acfer 366","CH3",1456,2002
"Acfer 367","H5",410,2002
"Acfer 368","H4",126,2002
"Acfer 369","H4",122,2002
"Acfer 370","Chondrite-ung",129,2002
"Acfer 371","L5",9608,2002
"Acfer 372","LL6",238,2002
"Acfer 373","H5",128,2002
"Acfer 374","CO3",118,2002
"Acfer 375","LL6",495,2002
"Acfer 376","H6",132,2002
"Acfer 377","L4",132,2002
"Acfer 378","LL6",1320,2003
"Acfer 379","H4",14764,2004
"Acfer 380","H5",849,2002
"Acfer 381","L6",292,2002
"Acfer 382","H5",101,2002
"Acfer 386","L5",200,2004
"Acfer 387","H4-6",177,2004
"Acfer 388","H4",1072,2004
"Acfer 389","H5",397,2004
"Acfer 390","H4",578,2004
"Acfer 391","H4",388,2004
"Acfer 392","H~5",74,1997
"Acfer 393","H~6",74,1997
"Acfer 394","CR2",364,2001
"Acfer 395","CR2",394,2001
"Acfer 396","CR2",148,2001
"Acfer 397","CR2",105,2001
"Acfer 398","CR2",97,2001
"Acfer 399","CR2",89,2001
"Acfer 400","CR2",101,2001
"Acfer 401","L5",9,2002
"Achilles","H5",16000,1924
"Ackerly","L5",3046,1995
"Acme","H5",75000,1947
"Acomita","Pallasite, PMG",3956,1962
"Acuña","Iron, IIIAB",217700,1981
"Adalia","Eucrite-mmict",1,1883
"Adam Talha","LL3.2",259.3,2005
"Adams County","H5",5700,1928
"ad-Dahbubah","H5",90000,1961
"Adelie Land","L5",1000,1912
"Admire","Pallasite, PMG",180000,1881
"Adrar 001","H4/5",1917,1990
"Adrar 002","L5",407,1990
"Adrar 003","L/LL3.10",287,1990
"Adrar Bous","EL5",360,2001
"Adrar Chiriet","L6",926,2003
"Adrar Madet","H5/6",1113,1997
"Adrar Madet 002","LL3",2200,2002
"Adrar Yaouelt","H5",2730,2002
"Adrian","H4",22600,1936
"Adzhi-Bogdo (iron)","Iron, IAB complex",582000,1952
"Aggie Creek","Iron, IIIAB",43000,1942
"Agoudal","Iron, IIAB",100000,2000
"Agoult","Eucrite",82,2000
"Agua Blanca","Iron, IIIAB",49000,1938
"Aguas Calientes","H",260.1,1971
"Aguemour 001","H5",896,1990
"Aguemour 002","L6",236,1990
"Aguemour 003","L6",809,1990
"Aguemour 004","H5",1137,1990
"Aguemour 005","H5",859,1991
"Aguemour 006","L6",435,1992
"Aguemour 007","H4",334,1992
"Aguemour 008","L4",79,1992
"Aguemour 009","L3.8",1446,1992
"Aguemour 010","H5",367,1993
"Aguemour 011","H4",207,1993
"Aguemour 012","H5",347,1993
"Aguemour 013","L5",364,1993
"Aguemour 014","L5",167,1993
"Aguemour 015","L4",1106,1993
"Aguemour 016","L5",177,1993
"Aguemour 017","L6",1000,2001
"Ahumada","Pallasite, PMG",52600,1909
"Aiken","OC",956,1936
"Ainsworth","Iron, IIAB",80650,1907
"Akhricha","H",1760,1968
"Akmolla","H4",114,1988
"Akron (1940)","H6",1050,1940
"Akron (1961)","L6",4000,1961
"Al Alamayn","H5",13.31,2005
"Al Haggounia 001","Aubrite",3000000,2006
"Al Huqf 001","L4",41.5,2000
"Al Huqf 002","H5",81.4,2000
"Al Huqf 003","L4",115.42,2002
"Al Huqf 004","L5",260.22,2002
"Al Huqf 005","L6",763.29,2002
"Al Huqf 006","L6",1861.21,2002
"Al Huqf 007","L5",1042.7,2002
"Al Huqf 008","L6",1074.3,2002
"Al Huqf 009","H4",39.83,2002
"Al Huqf 010","L6",41539.3,2002
"Al Huqf 011","L6",8056,2002
"Al Huqf 012","L6",402.75,2003
"Al Huqf 050","H4",1066.2,2002
"Al Huqf 051","L6",402.75,2003
"Al Huqf 052","H~5",1319.4,2001
"Al Huqf 053","H~5",854.7,2001
"Al Huqf 054","L~6",2936.5,2001
"Al Huqf 055","H4",1865.6,2001
"Al Huqf 056","H5",124,2001
"Al Huqf 057","H5",105.3,2001
"Al Huqf 058","L~6",97.7,2001
"Al Huqf 059","L~3",362.7,2001
"Al Huqf 060","L~6",913.1,2001
"Al Huqf 062","H~4",50.7,2001
"Al Huqf 063","L6",591.8,2006
"Al Huqf 064","H4",12834,2002
"Al Huqf 065","L6",2084.16,2007
"Al Huqf 066","L4",150.057,2007
"Al Huqf 067","H4",61.6,2009
"Al Huqf 068","L3",165.4,2009
"Al Huqf 069","H4/5",250.5,2009
"Al Huqf 070","L4",2632.8,2009
"Al Huwaysah 001","LL6",3150.5,2009
"Al Huwaysah 002","LL6",690.5,2009
"Al Huwaysah 003","L4-6",273.05,2010
"Al Huwaysah 004","H5",141.51,2010
"Al Huwaysah 005","L(LL)3.5-3.7",1228.1,2010
"Al Huwaysah 006","L6",16.41,2010
"Al Huwaysah 007","L6",1.56,2010
"Al Huwaysah 008","H4",356.2,2010
"Al Huwaysah 009","H6",3407.8,2010
"Al Huwaysah 010","Achondrite-ung",1411.8,2010
"Al Huwaysah 011","L4-5",112.76,2010
"Al Huwaysah 012","H5",4694.9,2010
"Al Huwaysah 013","H6",55.51,2010
"Al Huwaysah 014","H6",45.52,2010
"Al Huwaysah 015","H6",35.3,2010
"Al Huwaysah 016","H5",1330.9,2010
"Al Huwaysah 017","L6",439.58,2010
"Alaer 001","LL5",1.7,2007
"Alaer 002","LL5",1.1,2007
"Alamogordo","H5",13600,1938
"Alamosa","L6",1800,1937
"Alatage","Iron, IIIAB",37500,1959
"Albin (pallasite)","Pallasite, PMG",37600,1915
"Albin (stone)","L",15400,1949
"Albion","Iron, IVA",12280,1966
"Aldama (a)","Iron, IIIAB",11000,1985
"Aldama (b)","H5",66.5,1996
"Alexander County","Iron, IAB complex",192,1875
"Algarrobo","Iron, IAB-ung",1280,1959
"al-Ghanim (iron)","Iron, IIIAB",500,1960
"al-Ghanim (stone)","L6",3755,1960
"Algoma","Iron, IAB-sHL",4100,1887
"Alikatnima","Iron, ungrouped",20000,1931
"Aliskerovo","Iron, IIIE-an",58400,1977
"al-Jimshan","H4",11450,1955
"Alkali","H6",30.47,1998
"Alkali Flat","L5",28,2011
